Freq.	I(R6)/I(R3)
1.15345325782078e+005	(3.70096549761882e+001dB,-1.66251245117072e+001°)
1.15611224219179e+005	(3.70082340116752e+001dB,-1.66618612845741e+001°)
1.15877735615481e+005	(3.70068069404205e+001dB,-1.66986716807670e+001°)
1.16144861384003e+005	(3.70053737380860e+001dB,-1.67355558028846e+001°)
1.16412602941018e+005	(3.70039343802941e+001dB,-1.67725137518378e+001°)
1.16680961706065e+005	(3.70024888425455e+001dB,-1.68095456299916e+001°)
1.16949939101956e+005	(3.70010371003659e+001dB,-1.68466515376670e+001°)
1.17219536554781e+005	(3.69995791291267e+001dB,-1.68838315754546e+001°)
1.17489755493921e+005	(3.69981149040856e+001dB,-1.69210858459245e+001°)
1.17760597352049e+005	(3.69966444005044e+001dB,-1.69584144482779e+001°)
1.18032063565141e+005	(3.69951675935142e+001dB,-1.69958174829351e+001°)
1.18304155572485e+005	(3.69936844581636e+001dB,-1.70332950511898e+001°)
1.18576874816684e+005	(3.69921949694033e+001dB,-1.70708472532218e+001°)
1.18850222743670e+005	(3.69906991021659e+001dB,-1.71084741880652e+001°)
1.19124200802705e+005	(3.69891968312419e+001dB,-1.71461759564234e+001°)
1.19398810446395e+005	(3.69876881313714e+001dB,-1.71839526574495e+001°)
1.19674053130692e+005	(3.69861729772420e+001dB,-1.72218043897348e+001°)
1.19949930314905e+005	(3.69846513434517e+001dB,-1.72597312522071e+001°)
1.20226443461709e+005	(3.69831232044030e+001dB,-1.72977333456918e+001°)
1.20503594037147e+005	(3.69815885345006e+001dB,-1.73358107682481e+001°)
1.20781383510645e+005	(3.69800473081344e+001dB,-1.73739636180222e+001°)
1.21059813355015e+005	(3.69784994995271e+001dB,-1.74121919934597e+001°)
1.21338885046465e+005	(3.69769450828348e+001dB,-1.74504959926304e+001°)
1.21618600064604e+005	(3.69753840321269e+001dB,-1.74888757137127e+001°)
1.21898959892454e+005	(3.69738163214053e+001dB,-1.75273312549341e+001°)
1.22179966016454e+005	(3.69722419246575e+001dB,-1.75658627116165e+001°)
1.22461619926472e+005	(3.69706608155771e+001dB,-1.76044701839927e+001°)
1.22743923115807e+005	(3.69690729680710e+001dB,-1.76431537666151e+001°)
1.23026877081205e+005	(3.69674783556664e+001dB,-1.76819135583599e+001°)
1.23310483322858e+005	(3.69658769520391e+001dB,-1.77207496539917e+001°)
1.23594743344418e+005	(3.69642687306774e+001dB,-1.77596621510408e+001°)
1.23879658653003e+005	(3.69626536649737e+001dB,-1.77986511454904e+001°)
1.24165230759207e+005	(3.69610317282649e+001dB,-1.78377167330584e+001°)
1.24451461177105e+005	(3.69594028938776e+001dB,-1.78768590088213e+001°)
1.24738351424260e+005	(3.69577671349200e+001dB,-1.79160780690170e+001°)
1.25025903021738e+005	(3.69561244244635e+001dB,-1.79553740085078e+001°)
1.25314117494108e+005	(3.69544747355834e+001dB,-1.79947469220048e+001°)
1.25602996369453e+005	(3.69528180411067e+001dB,-1.80341969049883e+001°)
1.25892541179383e+005	(3.69511543139728e+001dB,-1.80737240508415e+001°)
1.26182753459033e+005	(3.69494835268676e+001dB,-1.81133284546139e+001°)
1.26473634747081e+005	(3.69478056524830e+001dB,-1.81530102096591e+001°)
1.26765186585750e+005	(3.69461206634169e+001dB,-1.81927694093634e+001°)
1.27057410520820e+005	(3.69444285322394e+001dB,-1.82326061467677e+001°)
1.27350308101632e+005	(3.69427292312654e+001dB,-1.82725205160261e+001°)
1.27643880881100e+005	(3.69410227328823e+001dB,-1.83125126091268e+001°)
1.27938130415718e+005	(3.69393090092743e+001dB,-1.83525825202452e+001°)
1.28233058265567e+005	(3.69375880327553e+001dB,-1.83927303392783e+001°)
1.28528665994327e+005	(3.69358597752552e+001dB,-1.84329561603452e+001°)
1.28824955169278e+005	(3.69341242089199e+001dB,-1.84732600730602e+001°)
1.29121927361318e+005	(3.69323813055730e+001dB,-1.85136421704885e+001°)
1.29419584144963e+005	(3.69306310370557e+001dB,-1.85541025437135e+001°)
1.29717927098360e+005	(3.69288733751671e+001dB,-1.85946412824514e+001°)
1.30016957803294e+005	(3.69271082915470e+001dB,-1.86352584779547e+001°)
1.30316677845194e+005	(3.69253357577626e+001dB,-1.86759542208306e+001°)
1.30617088813149e+005	(3.69235557453517e+001dB,-1.87167286001115e+001°)
1.30918192299905e+005	(3.69217682256730e+001dB,-1.87575817066837e+001°)
1.31219989901885e+005	(3.69199731700854e+001dB,-1.87985136291263e+001°)
1.31522483219188e+005	(3.69181705498721e+001dB,-1.88395244558552e+001°)
1.31825673855605e+005	(3.69163603361681e+001dB,-1.88806142764210e+001°)
1.32129563418621e+005	(3.69145425000112e+001dB,-1.89217831793404e+001°)
1.32434153519430e+005	(3.69127170123873e+001dB,-1.89630312532854e+001°)
1.32739445772938e+005	(3.69108838443043e+001dB,-1.90043585839677e+001°)
1.33045441797773e+005	(3.69090429664850e+001dB,-1.90457652608603e+001°)
1.33352143216296e+005	(3.69071943497307e+001dB,-1.90872513698296e+001°)
1.33659551654608e+005	(3.69053379646339e+001dB,-1.91288169987602e+001°)
1.33967668742557e+005	(3.69034737818179e+001dB,-1.91704622331485e+001°)
1.34276496113750e+005	(3.69016017718125e+001dB,-1.92121871585794e+001°)
1.34586035405558e+005	(3.68997219048551e+001dB,-1.92539918629626e+001°)
1.34896288259128e+005	(3.68978341514412e+001dB,-1.92958764296506e+001°)
1.35207256319391e+005	(3.68959384816637e+001dB,-1.93378409455969e+001°)
1.35518941235067e+005	(3.68940348658014e+001dB,-1.93798854932161e+001°)
1.35831344658678e+005	(3.68921232738047e+001dB,-1.94220101588110e+001°)
1.36144468246558e+005	(3.68902036757001e+001dB,-1.94642150258501e+001°)
1.36458313658855e+005	(3.68882760413189e+001dB,-1.95065001787922e+001°)
1.36772882559547e+005	(3.68863403406255e+001dB,-1.95488656984576e+001°)
1.37088176616448e+005	(3.68843965431724e+001dB,-1.95913116705651e+001°)
1.37404197501214e+005	(3.68824446186750e+001dB,-1.96338381763717e+001°)
1.37720946889357e+005	(3.68804845367354e+001dB,-1.96764452975226e+001°)
1.38038426460251e+005	(3.68785162667653e+001dB,-1.97191331167574e+001°)
1.38356637897140e+005	(3.68765397780798e+001dB,-1.97619017165509e+001°)
1.38675582887151e+005	(3.68745550401175e+001dB,-1.98047511758003e+001°)
1.38995263121297e+005	(3.68725620220017e+001dB,-1.98476815766244e+001°)
1.39315680294492e+005	(3.68705606929052e+001dB,-1.98906929990387e+001°)
1.39636836105556e+005	(3.68685510218623e+001dB,-1.99337855226770e+001°)
1.39958732257223e+005	(3.68665329778532e+001dB,-1.99769592271677e+001°)
1.40281370456157e+005	(3.68645065297376e+001dB,-2.00202141915234e+001°)
1.40604752412953e+005	(3.68624716463601e+001dB,-2.00635504938061e+001°)
1.40928879842149e+005	(3.68604282962969e+001dB,-2.01069682145306e+001°)
1.41253754462237e+005	(3.68583764483255e+001dB,-2.01504674292822e+001°)
1.41579377995669e+005	(3.68563160708985e+001dB,-2.01940482168573e+001°)
1.41905752168870e+005	(3.68542471325129e+001dB,-2.02377106533403e+001°)
1.42232878712243e+005	(3.68521696014864e+001dB,-2.02814548168496e+001°)
1.42560759360180e+005	(3.68500834461800e+001dB,-2.03252807822601e+001°)
1.42889395851071e+005	(3.68479886347614e+001dB,-2.03691886256786e+001°)
1.43218789927315e+005	(3.68458851353574e+001dB,-2.04131784227563e+001°)
1.43548943335326e+005	(3.68437729159673e+001dB,-2.04572502489759e+001°)
1.43879857825545e+005	(3.68416519446628e+001dB,-2.05014041766769e+001°)
1.44211535152447e+005	(3.68395221891196e+001dB,-2.05456402832283e+001°)
1.44543977074553e+005	(3.68373836172648e+001dB,-2.05899586398570e+001°)
1.44877185354436e+005	(3.68352361967970e+001dB,-2.06343593196150e+001°)
1.45211161758734e+005	(3.68330798952931e+001dB,-2.06788423966290e+001°)
1.45545908058157e+005	(3.68309146802017e+001dB,-2.07234079437049e+001°)
1.45881426027495e+005	(3.68287405191825e+001dB,-2.07680560297413e+001°)
1.46217717445632e+005	(3.68265573794223e+001dB,-2.08127867289106e+001°)
1.46554784095551e+005	(3.68243652282296e+001dB,-2.08576001117154e+001°)
1.46892627764346e+005	(3.68221640329193e+001dB,-2.09024962465261e+001°)
1.47231250243231e+005	(3.68199537604823e+001dB,-2.09474752055269e+001°)
1.47570653327549e+005	(3.68177343779946e+001dB,-2.09925370576463e+001°)
1.47910838816780e+005	(3.68155058524387e+001dB,-2.10376818711537e+001°)
1.48251808514555e+005	(3.68132681505588e+001dB,-2.10829097167852e+001°)
1.48593564228660e+005	(3.68110212393028e+001dB,-2.11282206596713e+001°)
1.48936107771051e+005	(3.68087650853119e+001dB,-2.11736147685097e+001°)
1.49279440957859e+005	(3.68064996551356e+001dB,-2.12190921114822e+001°)
1.49623565609402e+005	(3.68042249154297e+001dB,-2.12646527532148e+001°)
1.49968483550196e+005	(3.68019408325046e+001dB,-2.13102967623105e+001°)
1.50314196608961e+005	(3.67996473729297e+001dB,-2.13560242007584e+001°)
1.50660706618633e+005	(3.67973445028230e+001dB,-2.14018351367798e+001°)
1.51008015416373e+005	(3.67950321883939e+001dB,-2.14477296345594e+001°)
1.51356124843579e+005	(3.67927103958331e+001dB,-2.14937077573157e+001°)
1.51705036745892e+005	(3.67903790912337e+001dB,-2.15397695678549e+001°)
1.52054752973208e+005	(3.67880382404419e+001dB,-2.15859151309253e+001°)
1.52405275379687e+005	(3.67856878094119e+001dB,-2.16321445078188e+001°)
1.52756605823765e+005	(3.67833277638989e+001dB,-2.16784577610850e+001°)
1.53108746168161e+005	(3.67809580696696e+001dB,-2.17248549515643e+001°)
1.53461698279887e+005	(3.67785786923233e+001dB,-2.17713361406127e+001°)
1.53815464030261e+005	(3.67761895974198e+001dB,-2.18179013886813e+001°)
1.54170045294913e+005	(3.67737907503841e+001dB,-2.18645507560172e+001°)
1.54525443953799e+005	(3.67713821167325e+001dB,-2.19112843002934e+001°)
1.54881661891205e+005	(3.67689636616895e+001dB,-2.19581020814186e+001°)
1.55238700995765e+005	(3.67665353505369e+001dB,-2.20050041570439e+001°)
1.55596563160464e+005	(3.67640971483722e+001dB,-2.20519905851550e+001°)
1.55955250282652e+005	(3.67616490202404e+001dB,-2.20990614236917e+001°)
1.56314764264052e+005	(3.67591909312886e+001dB,-2.21462167268816e+001°)
1.56675107010772e+005	(3.67567228462409e+001dB,-2.21934565527024e+001°)
1.57036280433312e+005	(3.67542447300968e+001dB,-2.22407809547318e+001°)
1.57398286446578e+005	(3.67517565475016e+001dB,-2.22881899893330e+001°)
1.57761126969891e+005	(3.67492582630540e+001dB,-2.23356837115129e+001°)
1.58124803926995e+005	(3.67467498416210e+001dB,-2.23832621710455e+001°)
1.58489319246067e+005	(3.67442312474851e+001dB,-2.24309254242276e+001°)
1.58854674859734e+005	(3.67417024451659e+001dB,-2.24786735222870e+001°)
1.59220872705073e+005	(3.67391633989616e+001dB,-2.25265065180946e+001°)
1.59587914723629e+005	(3.67366140732856e+001dB,-2.25744244609433e+001°)
1.59955802861423e+005	(3.67340544321947e+001dB,-2.26224274037674e+001°)
1.60324539068960e+005	(3.67314844399474e+001dB,-2.26705153944689e+001°)
1.60694125301243e+005	(3.67289040604833e+001dB,-2.27186884839239e+001°)
1.61064563517782e+005	(3.67263132578078e+001dB,-2.27669467206453e+001°)
1.61435855682604e+005	(3.67237119957952e+001dB,-2.28152901531961e+001°)
1.61808003764262e+005	(3.67211002384228e+001dB,-2.28637188262875e+001°)
1.62181009735848e+005	(3.67184779491693e+001dB,-2.29122327913637e+001°)
1.62554875575003e+005	(3.67158450919254e+001dB,-2.29608320910318e+001°)
1.62929603263927e+005	(3.67132016301523e+001dB,-2.30095167728630e+001°)
1.63305194789388e+005	(3.67105475274183e+001dB,-2.30582868809115e+001°)
1.63681652142735e+005	(3.67078827470415e+001dB,-2.31071424614422e+001°)
1.64058977319908e+005	(3.67052072525406e+001dB,-2.31560835561501e+001°)
1.64437172321448e+005	(3.67025210071738e+001dB,-2.32051102082046e+001°)
1.64816239152505e+005	(3.66998239741129e+001dB,-2.32542224608470e+001°)
1.65196179822856e+005	(3.66971161165358e+001dB,-2.33034203550967e+001°)
1.65576996346907e+005	(3.66943973973596e+001dB,-2.33527039345931e+001°)
1.65958690743710e+005	(3.66916677797546e+001dB,-2.34020732363981e+001°)
1.66341265036971e+005	(3.66889272266243e+001dB,-2.34515283010634e+001°)
1.66724721255060e+005	(3.66861757005815e+001dB,-2.35010691708578e+001°)
1.67109061431024e+005	(3.66834131647406e+001dB,-2.35506958791337e+001°)
1.67494287602597e+005	(3.66806395815039e+001dB,-2.36004084680567e+001°)
1.67880401812209e+005	(3.66778549136544e+001dB,-2.36502069724847e+001°)
1.68267406107000e+005	(3.66750591236964e+001dB,-2.37000914289198e+001°)
1.68655302538827e+005	(3.66722521740569e+001dB,-2.37500618741412e+001°)
1.69044093164279e+005	(3.66694340272242e+001dB,-2.38001183420630e+001°)
1.69433780044686e+005	(3.66666046454575e+001dB,-2.38502608683424e+001°)
1.69824365246127e+005	(3.66637639910972e+001dB,-2.39004894847952e+001°)
1.70215850839448e+005	(3.66609120262724e+001dB,-2.39508042259935e+001°)
1.70608238900265e+005	(3.66580487131885e+001dB,-2.40012051220623e+001°)
1.71001531508981e+005	(3.66551740138153e+001dB,-2.40516922063749e+001°)
1.71395730750795e+005	(3.66522878901111e+001dB,-2.41022655097128e+001°)
1.71790838715711e+005	(3.66493903039254e+001dB,-2.41529250630861e+001°)
1.72186857498553e+005	(3.66464812173550e+001dB,-2.42036708919260e+001°)
1.72583789198972e+005	(3.66435605920228e+001dB,-2.42545030277492e+001°)
1.72981635921462e+005	(3.66406283895609e+001dB,-2.43054214984888e+001°)
1.73380399775365e+005	(3.66376845717620e+001dB,-2.43564263297586e+001°)
1.73780082874889e+005	(3.66347290999908e+001dB,-2.44075175502771e+001°)
1.74180687339113e+005	(3.66317619360265e+001dB,-2.44586951824571e+001°)
1.74582215292002e+005	(3.66287830410331e+001dB,-2.45099592540811e+001°)
1.74984668862417e+005	(3.66257923765487e+001dB,-2.45613097877876e+001°)
1.75388050184127e+005	(3.66227899037931e+001dB,-2.46127468073779e+001°)
1.75792361395820e+005	(3.66197755839867e+001dB,-2.46642703361136e+001°)
1.76197604641114e+005	(3.66167493784560e+001dB,-2.47158803939382e+001°)
1.76603782068567e+005	(3.66137112480365e+001dB,-2.47675770047684e+001°)
1.77010895831693e+005	(3.66106611540461e+001dB,-2.48193601858600e+001°)
1.77418948088967e+005	(3.66075990573391e+001dB,-2.48712299578263e+001°)
1.77827941003843e+005	(3.66045249187053e+001dB,-2.49231863416540e+001°)
1.78237876744759e+005	(3.66014386990556e+001dB,-2.49752293540306e+001°)
1.78648757485155e+005	(3.65983403593336e+001dB,-2.50273590103587e+001°)
1.79060585403479e+005	(3.65952298601916e+001dB,-2.50795753275706e+001°)
1.79473362683202e+005	(3.65921071621766e+001dB,-2.51318783231512e+001°)
1.79887091512828e+005	(3.65889722260008e+001dB,-2.51842680099418e+001°)
1.80301774085906e+005	(3.65858250120719e+001dB,-2.52367444040163e+001°)
1.80717412601042e+005	(3.65826654810065e+001dB,-2.52893075165389e+001°)
1.81134009261910e+005	(3.65794935931384e+001dB,-2.53419573608071e+001°)
1.81551566277263e+005	(3.65763093089118e+001dB,-2.53946939476877e+001°)
1.81970085860947e+005	(3.65731125884264e+001dB,-2.54475172896488e+001°)
1.82389570231913e+005	(3.65699033921239e+001dB,-2.55004273947681e+001°)
1.82810021614223e+005	(3.65666816799604e+001dB,-2.55534242745764e+001°)
1.83231442237070e+005	(3.65634474122786e+001dB,-2.56065079341313e+001°)
1.83653834334783e+005	(3.65602005490425e+001dB,-2.56596783825880e+001°)
1.84077200146844e+005	(3.65569410502206e+001dB,-2.57129356267825e+001°)
1.84501541917896e+005	(3.65536688758070e+001dB,-2.57662796719885e+001°)
1.84926861897756e+005	(3.65503839856205e+001dB,-2.58197105237447e+001°)
1.85353162341429e+005	(3.65470863395413e+001dB,-2.58732281856868e+001°)
1.85780445509118e+005	(3.65437758974013e+001dB,-2.59268326604511e+001°)
1.86208713666235e+005	(3.65404526188222e+001dB,-2.59805239514168e+001°)
1.86637969083415e+005	(3.65371164634825e+001dB,-2.60343020598438e+001°)
1.87068214036528e+005	(3.65337673910920e+001dB,-2.60881669853813e+001°)
1.87499450806689e+005	(3.65304053610905e+001dB,-2.61421187292961e+001°)
1.87931681680274e+005	(3.65270303330123e+001dB,-2.61961572899695e+001°)
1.88364908948927e+005	(3.65236422662963e+001dB,-2.62502826658706e+001°)
1.88799134909576e+005	(3.65202411204347e+001dB,-2.63044948528973e+001°)
1.89234361864444e+005	(3.65168268547167e+001dB,-2.63587938481335e+001°)
1.89670592121061e+005	(3.65133994283801e+001dB,-2.64131796472274e+001°)
1.90107827992277e+005	(3.65099588007438e+001dB,-2.64676522441502e+001°)
1.90546071796271e+005	(3.65065049309759e+001dB,-2.65222116334250e+001°)
1.90985325856570e+005	(3.65030377782329e+001dB,-2.65768578066340e+001°)
1.91425592502055e+005	(3.64995573016457e+001dB,-2.66315907560321e+001°)
1.91866874066975e+005	(3.64960634601265e+001dB,-2.66864104736439e+001°)
1.92309172890962e+005	(3.64925562129778e+001dB,-2.67413169462752e+001°)
1.92752491319039e+005	(3.64890355187439e+001dB,-2.67963101678373e+001°)
1.93196831701638e+005	(3.64855013366348e+001dB,-2.68513901226450e+001°)
1.93642196394606e+005	(3.64819536255329e+001dB,-2.69065567980854e+001°)
1.94088587759223e+005	(3.64783923439678e+001dB,-2.69618101839629e+001°)
1.94536008162211e+005	(3.64748174509740e+001dB,-2.70171502622776e+001°)
1.94984459975750e+005	(3.64712289051787e+001dB,-2.70725770191654e+001°)
1.95433945577484e+005	(3.64676266652588e+001dB,-2.71280904377018e+001°)
1.95884467350544e+005	(3.64640106899368e+001dB,-2.71836905001480e+001°)
1.96336027683549e+005	(3.64603809377330e+001dB,-2.72393771887084e+001°)
1.96788628970629e+005	(3.64567373671976e+001dB,-2.72951504843247e+001°)
1.97242273611430e+005	(3.64530799368669e+001dB,-2.73510103666077e+001°)
1.97696964011130e+005	(3.64494086052355e+001dB,-2.74069568142351e+001°)
1.98152702580454e+005	(3.64457233308334e+001dB,-2.74629898037070e+001°)
1.98609491735681e+005	(3.64420240717618e+001dB,-2.75191093156883e+001°)
1.99067333898663e+005	(3.64383107866016e+001dB,-2.75753153235828e+001°)
1.99526231496832e+005	(3.64345834336569e+001dB,-2.76316078024923e+001°)
1.99986186963218e+005	(3.64308419712400e+001dB,-2.76879867259660e+001°)
2.00447202736460e+005	(3.64270863573941e+001dB,-2.77444520698258e+001°)
2.00909281260816e+005	(3.64233165504857e+001dB,-2.78010038038176e+001°)
2.01372424986182e+005	(3.64195325086950e+001dB,-2.78576418994162e+001°)
2.01836636368099e+005	(3.64157341901544e+001dB,-2.79143663265622e+001°)
2.02301917867770e+005	(3.64119215530074e+001dB,-2.79711770542039e+001°)
2.02768271952071e+005	(3.64080945550311e+001dB,-2.80280740536694e+001°)
2.03235701093565e+005	(3.64042531546592e+001dB,-2.80850572878777e+001°)
2.03704207770514e+005	(3.64003973096548e+001dB,-2.81421267254871e+001°)
2.04173794466895e+005	(3.63965269780935e+001dB,-2.81992823311438e+001°)
2.04644463672410e+005	(3.63926421178678e+001dB,-2.82565240688619e+001°)
2.05116217882499e+005	(3.63887426867705e+001dB,-2.83138519034867e+001°)
2.05589059598356e+005	(3.63848286429418e+001dB,-2.83712657943188e+001°)
2.06062991326942e+005	(3.63808999440978e+001dB,-2.84287657046480e+001°)
2.06538015580994e+005	(3.63769565480047e+001dB,-2.84863515946207e+001°)
2.07014134879046e+005	(3.63729984125105e+001dB,-2.85440234229192e+001°)
2.07491351745432e+005	(3.63690254954078e+001dB,-2.86017811477380e+001°)
2.07969668710311e+005	(3.63650377544576e+001dB,-2.86596247260133e+001°)
2.08449088309670e+005	(3.63610351473345e+001dB,-2.87175541144141e+001°)
2.08929613085345e+005	(3.63570176317285e+001dB,-2.87755692679124e+001°)
2.09411245585030e+005	(3.63529851653103e+001dB,-2.88336701408786e+001°)
2.09893988362293e+005	(3.63489377057496e+001dB,-2.88918566856978e+001°)
2.10377843976588e+005	(3.63448752107089e+001dB,-2.89501288540927e+001°)
2.10862814993269e+005	(3.63407976376657e+001dB,-2.90084865987730e+001°)
2.11348903983605e+005	(3.63367049443684e+001dB,-2.90669298675643e+001°)
2.11836113524790e+005	(3.63325970883156e+001dB,-2.91254586102585e+001°)
2.12324446199962e+005	(3.63284740269775e+001dB,-2.91840727752002e+001°)
2.12813904598211e+005	(3.63243357178387e+001dB,-2.92427723099851e+001°)
2.13304491314597e+005	(3.63201821187052e+001dB,-2.93015571571071e+001°)
2.13796208950162e+005	(3.63160131867392e+001dB,-2.93604272642506e+001°)
2.14289060111945e+005	(3.63118288796046e+001dB,-2.94193825738535e+001°)
2.14783047412992e+005	(3.63076291545729e+001dB,-2.94784230298468e+001°)
2.15278173472376e+005	(3.63034139692946e+001dB,-2.95375485718282e+001°)
2.15774440915205e+005	(3.62991832811344e+001dB,-2.95967591408548e+001°)
2.16271852372641e+005	(3.62949370474940e+001dB,-2.96560546765025e+001°)
2.16770410481908e+005	(3.62906752257041e+001dB,-2.97154351179950e+001°)
2.17270117886313e+005	(3.62863977732840e+001dB,-2.97749004012334e+001°)
2.17770977235254e+005	(3.62821046475025e+001dB,-2.98344504632972e+001°)
2.18272991184238e+005	(3.62777958058918e+001dB,-2.98940852379213e+001°)
2.18776162394893e+005	(3.62734712057736e+001dB,-2.99538046593160e+001°)
2.19280493534982e+005	(3.62691308042800e+001dB,-3.00136086631936e+001°)
2.19785987278420e+005	(3.62647745591112e+001dB,-3.00734971773389e+001°)
2.20292646305283e+005	(3.62604024274430e+001dB,-3.01334701342787e+001°)
2.20800473301827e+005	(3.62560143664867e+001dB,-3.01935274650226e+001°)
2.21309470960501e+005	(3.62516103337113e+001dB,-3.02536690969551e+001°)
2.21819641979959e+005	(3.62471902864588e+001dB,-3.03138949570195e+001°)
2.22330989065077e+005	(3.62427541819975e+001dB,-3.03742049723219e+001°)
2.22843514926967e+005	(3.62383019776614e+001dB,-3.04345990681861e+001°)
2.23357222282989e+005	(3.62338336309028e+001dB,-3.04950771674525e+001°)
2.23872113856770e+005	(3.62293490988879e+001dB,-3.05556391945683e+001°)
2.24388192378213e+005	(3.62248483390291e+001dB,-3.06162850707229e+001°)
2.24905460583514e+005	(3.62203313085137e+001dB,-3.06770147183545e+001°)
2.25423921215179e+005	(3.62157979648239e+001dB,-3.07378280549613e+001°)
2.25943577022033e+005	(3.62112482651848e+001dB,-3.07987250010142e+001°)
2.26464430759241e+005	(3.62066821670823e+001dB,-3.08597054720372e+001°)
2.26986485188317e+005	(3.62020996277378e+001dB,-3.09207693856755e+001°)
2.27509743077142e+005	(3.61975006043387e+001dB,-3.09819166591008e+001°)
2.28034207199977e+005	(3.61928850545007e+001dB,-3.10431472030346e+001°)
2.28559880337478e+005	(3.61882529355165e+001dB,-3.11044609321726e+001°)
2.29086765276712e+005	(3.61836042047006e+001dB,-3.11658577582410e+001°)
2.29614864811171e+005	(3.61789388194742e+001dB,-3.12273375917045e+001°)
2.30144181740785e+005	(3.61742567371508e+001dB,-3.12889003430734e+001°)
2.30674718871941e+005	(3.61695579152744e+001dB,-3.13505459193004e+001°)
2.31206479017493e+005	(3.61648423110857e+001dB,-3.14122742298685e+001°)
2.31739464996782e+005	(3.61601098821338e+001dB,-3.14740851792082e+001°)
2.32273679635644e+005	(3.61553605857444e+001dB,-3.15359786738286e+001°)
2.32809125766434e+005	(3.61505943794814e+001dB,-3.15979546166843e+001°)
2.33345806228034e+005	(3.61458112206531e+001dB,-3.16600129118801e+001°)
2.33883723865869e+005	(3.61410110670455e+001dB,-3.17221534586221e+001°)
2.34422881531925e+005	(3.61361938758974e+001dB,-3.17843761596703e+001°)
2.34963282084763e+005	(3.61313596047606e+001dB,-3.18466809144873e+001°)
2.35504928389534e+005	(3.61265082112621e+001dB,-3.19090676202493e+001°)
2.36047823317990e+005	(3.61216396529043e+001dB,-3.19715361748474e+001°)
2.36591969748508e+005	(3.61167538873777e+001dB,-3.20340864733160e+001°)
2.37137370566098e+005	(3.61118508720631e+001dB,-3.20967184123157e+001°)
2.37684028662420e+005	(3.61069305647639e+001dB,-3.21594318843984e+001°)
2.38231946935801e+005	(3.61019929231254e+001dB,-3.22222267816873e+001°)
2.38781128291249e+005	(3.60970379048762e+001dB,-3.22851029951841e+001°)
2.39331575640470e+005	(3.60920654676228e+001dB,-3.23480604164350e+001°)
2.39883291901880e+005	(3.60870755690218e+001dB,-3.24110989351010e+001°)
2.40436280000624e+005	(3.60820681669819e+001dB,-3.24742184374950e+001°)
2.40990542868590e+005	(3.60770432193431e+001dB,-3.25374188101767e+001°)
2.41546083444425e+005	(3.60720006837349e+001dB,-3.26006999405099e+001°)
2.42102904673548e+005	(3.60669405181347e+001dB,-3.26640617115223e+001°)
2.42661009508172e+005	(3.60618626804277e+001dB,-3.27275040070233e+001°)
2.43220400907312e+005	(3.60567671286814e+001dB,-3.27910267072589e+001°)
2.43781081836805e+005	(3.60516538204768e+001dB,-3.28546296973463e+001°)
2.44343055269327e+005	(3.60465227140169e+001dB,-3.29183128544874e+001°)
2.44906324184404e+005	(3.60413737674853e+001dB,-3.29820760560174e+001°)
2.45470891568433e+005	(3.60362069386244e+001dB,-3.30459191825052e+001°)
2.46036760414692e+005	(3.60310221856753e+001dB,-3.31098421090116e+001°)
2.46603933723363e+005	(3.60258194669432e+001dB,-3.31738447092136e+001°)
2.47172414501542e+005	(3.60205987402659e+001dB,-3.32379268600892e+001°)
2.47742205763257e+005	(3.60153599642687e+001dB,-3.33020884309040e+001°)
2.48313310529486e+005	(3.60101030968957e+001dB,-3.33663292961907e+001°)
2.48885731828167e+005	(3.60048280966055e+001dB,-3.34306493252124e+001°)
2.49459472694224e+005	(3.59995349217495e+001dB,-3.34950483873250e+001°)
2.50034536169571e+005	(3.59942235306985e+001dB,-3.35595263507594e+001°)
2.50610925303139e+005	(3.59888938818494e+001dB,-3.36240830831253e+001°)
2.51188643150886e+005	(3.59835459339010e+001dB,-3.36887184483251e+001°)
2.51767692775813e+005	(3.59781796452111e+001dB,-3.37534323129006e+001°)
2.52348077247985e+005	(3.59727949742856e+001dB,-3.38182245409467e+001°)
2.52929799644542e+005	(3.59673918800086e+001dB,-3.38830949927459e+001°)
2.53512863049718e+005	(3.59619703209017e+001dB,-3.39480435307869e+001°)
2.54097270554857e+005	(3.59565302558900e+001dB,-3.40130700136572e+001°)
2.54683025258431e+005	(3.59510716434866e+001dB,-3.40781743026624e+001°)
2.55270130266051e+005	(3.59455944428405e+001dB,-3.41433562530642e+001°)
2.55858588690491e+005	(3.59400986127527e+001dB,-3.42086157222067e+001°)
2.56448403651698e+005	(3.59345841122902e+001dB,-3.42739525646558e+001°)
2.57039578276812e+005	(3.59290509001543e+001dB,-3.43393666374611e+001°)
2.57632115700183e+005	(3.59234989358493e+001dB,-3.44048577898672e+001°)
2.58226019063385e+005	(3.59179281781961e+001dB,-3.44704258765007e+001°)
2.58821291515234e+005	(3.59123385867748e+001dB,-3.45360707447914e+001°)
2.59417936211807e+005	(3.59067301203916e+001dB,-3.46017922485851e+001°)
2.60015956316452e+005	(3.59011027388252e+001dB,-3.46675902322338e+001°)
2.60615354999814e+005	(3.58954564012018e+001dB,-3.47334645450581e+001°)
2.61216135439845e+005	(3.58897910670942e+001dB,-3.47994150322781e+001°)
2.61818300821823e+005	(3.58841066960037e+001dB,-3.48654415391484e+001°)
2.62421854338368e+005	(3.58784032477028e+001dB,-3.49315439074084e+001°)
